CoC_Name,CoC_Number,Homeless_Individuals,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_SH_Homeless,Sheltered_TH_Homeless,Sheltered_Total_Homeless,State,Unsheltered_Homeless
"Fort Worth, Arlington/Tarrant County CoC",TX-601,1351,1914,1245,20,432,1697,TX,217
"Fort Worth, Arlington/Tarrant County CoC",TX-601,1390,2425,1273,20,948,2241,TX,184
"Fort Worth, Arlington/Tarrant County CoC",TX-601,1605,2015,1228,20,89,1337,TX,678
"Fort Worth, Arlington/Tarrant County CoC",TX-601,1344,1941,1294,20,237,1551,TX,390
"Fort Worth, Arlington/Tarrant County CoC",TX-601,1282,2390,1126,18,965,2109,TX,281
El Paso City & County CoC,TX-603,749,1260,613,20,446,1079,TX,181
El Paso City & County CoC,TX-603,691,1193,583,19,414,1016,TX,177
El Paso City & County CoC,TX-603,717,1217,544,20,472,1036,TX,181
El Paso City & County CoC,TX-603,572,892,518,0,197,715,TX,177
El Paso City & County CoC,TX-603,584,1100,494,20,473,987,TX,113
El Paso City & County CoC,TX-603,612,1107,523,20,462,1005,TX,102
El Paso City & County CoC,TX-603,742,1236,578,20,456,1054,TX,182
Waco/McLennan County CoC,TX-604,120,267,136,1,87,224,TX,43
Waco/McLennan County CoC,TX-604,125,221,93,2,67,162,TX,59
Waco/McLennan County CoC,TX-604,157,255,96,2,93,191,TX,64
Waco/McLennan County CoC,TX-604,118,295,118,1,111,230,TX,65
Waco/McLennan County CoC,TX-604,162,319,156,0,102,258,TX,61
Waco/McLennan County CoC,TX-604,148,246,108,0,94,202,TX,44
Waco/McLennan County CoC,TX-604,117,188,79,1,50,130,TX,58
Texas Balance of State CoC,TX-607,4643,7016,2947,0,1143,4090,TX,2926
Texas Balance of State CoC,TX-607,7727,12764,2444,0,898,3342,TX,9422
Texas Balance of State CoC,TX-607,5767,7638,2881,0,679,3560,TX,4078
Texas Balance of State CoC,TX-607,7519,10128,2575,0,1363,3938,TX,6190
Texas Balance of State CoC,TX-607,4808,7153,2617,0,966,3583,TX,3570
Texas Balance of State CoC,TX-607,7281,9943,2774,0,1289,4063,TX,5880
Texas Balance of State CoC,TX-607,3898,6048,2564,0,1096,3660,TX,2388
Amarillo CoC,TX-611,445,592,516,0,56,572,TX,20
Amarillo CoC,TX-611,318,478,398,0,74,472,TX,6
Amarillo CoC,TX-611,391,516,398,0,70,468,TX,48
Amarillo CoC,TX-611,296,451,369,0,79,448,TX,3
Amarillo CoC,TX-611,595,665,558,0,0,558,TX,107
Amarillo CoC,TX-611,475,531,419,0,0,419,TX,112
Amarillo CoC,TX-611,383,528,408,0,69,477,TX,51
"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,182,226,169,0,0,169,TX,57
"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,212,238,190,5,0,195,TX,43
"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,178,267,227,0,20,247,TX,20
"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,170,234,213,0,0,213,TX,21
"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,235,302,253,0,0,253,TX,49
"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,204,256,224,0,10,234,TX,22
"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,202,281,231,0,28,259,TX,22
"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,3918,5308,1033,13,1971,3017,TX,2291
"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,3055,4031,1478,0,1357,2835,TX,1196
"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,4794,6359,1241,13,2127,3381,TX,2978
"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,3366,4609,1101,0,1558,2659,TX,1950
"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,2670,3605,1489,0,988,2477,TX,1128
"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,5621,7187,1063,20,2280,3363,TX,3824
"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,3162,4143,1714,0,815,2529,TX,1614
"Bryan, College Station/Brazos Valley CoC",TX-701,120,188,100,0,38,138,TX,50
"Bryan, College Station/Brazos Valley CoC",TX-701,76,102,89,0,0,89,TX,13
"Bryan, College Station/Brazos Valley CoC",TX-701,101,175,92,0,44,136,TX,39
"Bryan, College Station/Brazos Valley CoC",TX-701,80,161,108,0,42,150,TX,11
"Bryan, College Station/Brazos Valley CoC",TX-701,90,168,101,0,54,155,TX,13
"Bryan, College Station/Brazos Valley CoC",TX-701,198,308,151,0,40,191,TX,117
"Bryan, College Station/Brazos Valley CoC",TX-701,122,197,126,0,0,126,TX,71
Salt Lake City & County CoC,UT-500,1348,2047,1621,0,265,1886,UT,161
Salt Lake City & County CoC,UT-500,1341,2133,1367,49,618,2034,UT,99
Salt Lake City & County CoC,UT-500,1184,1804,1356,0,312,1668,UT,136
Salt Lake City & County CoC,UT-500,1466,2463,1361,47,865,2273,UT,190
Salt Lake City & County CoC,UT-500,1346,2176,1411,22,653,2086,UT,90
Salt Lake City & County CoC,UT-500,1332,2150,1362,47,631,2040,UT,110
Salt Lake City & County CoC,UT-500,1260,1891,1434,0,400,1834,UT,57
Utah Balance of State CoC,UT-503,461,738,474,0,126,600,UT,138
Utah Balance of State CoC,UT-503,357,646,415,0,133,548,UT,98
Utah Balance of State CoC,UT-503,459,891,337,0,363,700,UT,191
Utah Balance of State CoC,UT-503,416,634,477,0,81,558,UT,76
Utah Balance of State CoC,UT-503,453,879,315,0,369,684,UT,195
Utah Balance of State CoC,UT-503,605,899,526,0,134,660,UT,239
Utah Balance of State CoC,UT-503,321,782,343,0,271,614,UT,168
Provo/Mountainland CoC,UT-504,107,178,76,0,61,137,UT,41
Provo/Mountainland CoC,UT-504,76,149,57,0,57,114,UT,35
Provo/Mountainland CoC,UT-504,115,173,64,0,64,128,UT,45
Provo/Mountainland CoC,UT-504,159,253,69,0,56,125,UT,128
Provo/Mountainland CoC,UT-504,106,203,86,0,79,165,UT,38
Provo/Mountainland CoC,UT-504,118,171,67,0,63,130,UT,41
Provo/Mountainland CoC,UT-504,130,185,49,0,46,95,UT,90
"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,671,818,422,12,298,732,VA,86
"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,573,662,231,12,266,509,VA,153
"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,704,881,463,13,349,825,VA,56
"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,624,762,429,7,256,692,VA,70
"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,747,933,374,6,478,858,VA,75
"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,485,609,406,6,93,505,VA,104
"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,674,846,414,16,351,781,VA,65
"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,486,735,496,0,184,680,VA,55
"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,572,703,535,0,99,634,VA,69
"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,500,668,473,0,157,630,VA,38
"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,562,773,597,0,96,693,VA,80
"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,456,652,414,0,153,567,VA,85
"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,526,723,512,0,126,638,VA,85
"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,497,742,528,0,169,697,VA,45
"Roanoke City & County, Salem CoC",VA-502,218,308,290,0,11,301,VA,7
"Roanoke City & County, Salem CoC",VA-502,228,317,306,0,0,306,VA,11
"Roanoke City & County, Salem CoC",VA-502,315,442,342,0,83,425,VA,17
"Roanoke City & County, Salem CoC",VA-502,197,267,249,0,1,250,VA,17
"Roanoke City & County, Salem CoC",VA-502,321,440,364,0,69,433,VA,7
"Roanoke City & County, Salem CoC",VA-502,260,390,366,0,12,378,VA,12
"Roanoke City & County, Salem CoC",VA-502,429,561,398,0,125,523,VA,38
Virginia Beach CoC,VA-503,240,419,217,0,144,361,VA,58
Virginia Beach CoC,VA-503,244,440,170,0,179,349,VA,91
Virginia Beach CoC,VA-503,251,440,180,0,202,382,VA,58
Virginia Beach CoC,VA-503,234,389,182,0,157,339,VA,50
Virginia Beach CoC,VA-503,238,349,174,0,97,271,VA,78
Virginia Beach CoC,VA-503,198,243,162,0,9,171,VA,72
Virginia Beach CoC,VA-503,256,456,192,0,197,389,VA,67
Charlottesville CoC,VA-504,111,157,101,0,34,135,VA,22
Charlottesville CoC,VA-504,127,185,113,0,47,160,VA,25
Charlottesville CoC,VA-504,119,160,115,0,22,137,VA,23
Charlottesville CoC,VA-504,151,191,125,0,39,164,VA,27
Charlottesville CoC,VA-504,153,195,128,0,39,167,VA,28
Charlottesville CoC,VA-504,142,183,134,0,21,155,VA,28
Charlottesville CoC,VA-504,141,204,128,0,50,178,VA,26
"Newport News, Hampton/Virginia Peninsula CoC",VA-505,352,512,335,23,74,432,VA,80
"Newport News, Hampton/Virginia Peninsula CoC",VA-505,316,439,293,0,76,369,VA,70
"Newport News, Hampton/Virginia Peninsula CoC",VA-505,370,533,339,22,133,494,VA,39
"Newport News, Hampton/Virginia Peninsula CoC",VA-505,319,464,290,18,99,407,VA,57
"Newport News, Hampton/Virginia Peninsula CoC",VA-505,351,520,328,22,100,450,VA,70
"Newport News, Hampton/Virginia Peninsula CoC",VA-505,341,525,389,22,86,497,VA,28
"Newport News, Hampton/Virginia Peninsula CoC",VA-505,486,681,427,22,171,620,VA,61
Portsmouth CoC,VA-507,119,169,81,0,43,124,VA,45
Portsmouth CoC,VA-507,107,174,91,0,36,127,VA,47
Portsmouth CoC,VA-507,248,332,117,0,37,154,VA,178
Portsmouth CoC,VA-507,115,151,67,0,29,96,VA,55
Portsmouth CoC,VA-507,153,247,103,0,55,158,VA,89
Portsmouth CoC,VA-507,84,135,81,0,26,107,VA,28
Portsmouth CoC,VA-507,108,160,69,0,48,117,VA,43
Lynchburg CoC,VA-508,92,125,94,0,6,100,VA,25
Lynchburg CoC,VA-508,76,150,85,0,59,144,VA,6
Lynchburg CoC,VA-508,150,237,172,0,55,227,VA,10
Lynchburg CoC,VA-508,128,220,159,0,58,217,VA,3
Lynchburg CoC,VA-508,147,214,53,0,92,145,VA,69
Lynchburg CoC,VA-508,84,112,92,0,0,92,VA,20
Lynchburg CoC,VA-508,125,174,92,0,61,153,VA,21
"Harrisburg, Winchester/Western Virginia CoC",VA-513,243,355,282,0,4,286,VA,69
"Harrisburg, Winchester/Western Virginia CoC",VA-513,170,249,237,0,0,237,VA,12
"Harrisburg, Winchester/Western Virginia CoC",VA-513,195,280,251,0,10,261,VA,19
"Harrisburg, Winchester/Western Virginia CoC",VA-513,217,304,260,0,16,276,VA,28
"Harrisburg, Winchester/Western Virginia CoC",VA-513,167,242,230,0,0,230,VA,12
"Harrisburg, Winchester/Western Virginia CoC",VA-513,182,313,244,0,18,262,VA,51
"Harrisburg, Winchester/Western Virginia CoC",VA-513,173,268,261,0,0,261,VA,7
"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,127,209,148,0,27,175,VA,34
"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,122,192,133,0,31,164,VA,28
"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,122,216,177,0,0,177,VA,39
"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,109,193,116,0,30,146,VA,47
"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,128,200,164,0,0,164,VA,36
"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,118,201,140,0,31,171,VA,30
"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,123,217,154,0,25,179,VA,38
Virginia Balance of State CoC,VA-521,423,722,439,0,124,563,VA,159
Virginia Balance of State CoC,VA-521,485,957,452,0,290,742,VA,215
Virginia Balance of State CoC,VA-521,421,718,442,0,111,553,VA,165
Virginia Balance of State CoC,VA-521,394,654,392,0,106,498,VA,156
Virginia Balance of State CoC,VA-521,431,773,542,0,92,634,VA,139
Virginia Balance of State CoC,VA-521,322,715,398,0,176,574,VA,141
Virginia Balance of State CoC,VA-521,327,662,438,0,108,546,VA,116
Arlington County CoC,VA-600,178,291,172,6,62,240,VA,51
Arlington County CoC,VA-600,263,451,179,3,138,320,VA,131
Arlington County CoC,VA-600,144,221,173,0,13,186,VA,35
Arlington County CoC,VA-600,149,232,182,6,11,199,VA,33
Arlington County CoC,VA-600,164,239,184,6,10,200,VA,39
Arlington County CoC,VA-600,124,174,136,6,13,155,VA,19
Arlington County CoC,VA-600,268,479,184,3,146,333,VA,146
Fairfax County CoC,VA-601,492,964,637,0,219,856,VA,108
Fairfax County CoC,VA-601,697,1534,685,8,663,1356,VA,178
Fairfax County CoC,VA-601,499,987,686,0,215,901,VA,86
Fairfax County CoC,VA-601,489,1204,706,0,430,1136,VA,68
Fairfax County CoC,VA-601,484,1059,590,0,395,985,VA,74
Fairfax County CoC,VA-601,530,1225,667,8,484,1159,VA,66
Fairfax County CoC,VA-601,603,1350,699,8,539,1246,VA,104
Loudoun County CoC,VA-602,70,168,75,0,57,132,VA,36
Loudoun County CoC,VA-602,65,134,70,0,45,115,VA,19
Loudoun County CoC,VA-602,81,166,71,0,54,125,VA,41
Loudoun County CoC,VA-602,71,113,74,0,23,97,VA,16
Loudoun County CoC,VA-602,76,177,80,0,71,151,VA,26
Loudoun County CoC,VA-602,86,134,96,0,14,110,VA,24
Loudoun County CoC,VA-602,80,172,58,0,75,133,VA,39
Alexandria CoC,VA-603,142,226,164,12,35,211,VA,15
Alexandria CoC,VA-603,185,275,163,12,71,246,VA,29
Alexandria CoC,VA-603,121,211,133,11,49,193,VA,18
Alexandria CoC,VA-603,159,267,179,9,56,244,VA,23
Alexandria CoC,VA-603,179,267,165,10,69,244,VA,23
Alexandria CoC,VA-603,213,352,197,12,121,330,VA,22
Alexandria CoC,VA-603,129,224,153,12,47,212,VA,12
Prince William County CoC,VA-604,185,409,195,0,124,319,VA,90
Prince William County CoC,VA-604,184,447,175,0,155,330,VA,117
Prince William County CoC,VA-604,192,445,206,0,141,347,VA,98
Prince William County CoC,VA-604,157,452,144,0,183,327,VA,125
Prince William County CoC,VA-604,192,374,176,0,85,261,VA,113
Prince William County CoC,VA-604,197,400,168,0,116,284,VA,116
Prince William County CoC,VA-604,187,400,173,0,139,312,VA,88
Virgin Islands CoC,VI-500,425,448,51,0,34,85,VI,363
Virgin Islands CoC,VI-500,369,381,39,0,35,74,VI,307
Virgin Islands CoC,VI-500,438,484,32,0,74,106,VI,378
Virgin Islands CoC,VI-500,444,482,68,0,51,119,VI,363
Virgin Islands CoC,VI-500,308,341,53,0,36,89,VI,252
Virgin Islands CoC,VI-500,308,337,53,0,32,85,VI,252
Virgin Islands CoC,VI-500,415,486,137,0,42,179,VI,307
Vermont Balance of State CoC,VT-500,572,1052,756,4,224,984,VT,68
Vermont Balance of State CoC,VT-500,450,785,470,4,217,691,VT,94
Vermont Balance of State CoC,VT-500,500,934,626,3,199,828,VT,106
Vermont Balance of State CoC,VT-500,419,971,631,4,231,866,VT,105
Vermont Balance of State CoC,VT-500,525,932,734,0,133,867,VT,65
Vermont Balance of State CoC,VT-500,438,776,352,6,272,630,VT,146
Vermont Balance of State CoC,VT-500,509,1027,691,6,257,954,VT,73
Burlington/Chittenden County CoC,VT-501,197,291,217,0,46,263,VT,28
Burlington/Chittenden County CoC,VT-501,255,359,295,0,47,342,VT,17
Burlington/Chittenden County CoC,VT-501,215,384,210,0,97,307,VT,77
Burlington/Chittenden County CoC,VT-501,282,483,328,0,76,404,VT,79
Burlington/Chittenden County CoC,VT-501,314,532,340,0,102,442,VT,90
Burlington/Chittenden County CoC,VT-501,205,332,190,0,80,270,VT,62
Burlington/Chittenden County CoC,VT-501,338,471,326,0,63,389,VT,82
Seattle/King County CoC,WA-500,7053,10122,3282,44,2993,6319,WA,3803
Seattle/King County CoC,WA-500,5748,8899,2682,45,3554,6281,WA,2618
Seattle/King County CoC,WA-500,6029,8949,2906,42,3265,6213,WA,2736
Seattle/King County CoC,WA-500,9488,12112,3585,41,2166,5792,WA,6320
Seattle/King County CoC,WA-500,5986,9106,2874,44,3452,6370,WA,2736
Seattle/King County CoC,WA-500,8810,11643,3491,43,2624,6158,WA,5485
Seattle/King County CoC,WA-500,7748,10730,3200,42,2983,6225,WA,4505
Washington Balance of State CoC,WA-501,2900,5236,1511,0,1596,3107,WA,2129
Washington Balance of State CoC,WA-501,2518,4671,1451,0,1617,3068,WA,1603
Washington Balance of State CoC,WA-501,3392,5706,1565,0,1542,3107,WA,2599
Washington Balance of State CoC,WA-501,3162,5243,1971,0,1592,3563,WA,1680
Washington Balance of State CoC,WA-501,2834,5342,1623,0,2075,3698,WA,1644
Washington Balance of State CoC,WA-501,3161,5489,1573,0,1589,3162,WA,2327
Washington Balance of State CoC,WA-501,3730,5666,1960,0,1217,3177,WA,2489
Spokane City & County CoC,WA-502,697,1149,561,0,433,994,WA,155
Spokane City & County CoC,WA-502,917,1245,735,0,200,935,WA,310
Spokane City & County CoC,WA-502,662,1185,516,0,539,1055,WA,130
Spokane City & County CoC,WA-502,602,1030,508,0,462,970,WA,60
Spokane City & County CoC,WA-502,652,1034,579,0,323,902,WA,132
Spokane City & County CoC,WA-502,791,1090,696,0,256,952,WA,138
Spokane City & County CoC,WA-502,677,981,526,0,283,809,WA,172
"Tacoma, Lakewood/Pierce County CoC",WA-503,687,1997,597,0,1208,1805,WA,192
"Tacoma, Lakewood/Pierce County CoC",WA-503,1224,1628,743,0,135,878,WA,750
"Tacoma, Lakewood/Pierce County CoC",WA-503,539,1303,550,0,633,1183,WA,120
"Tacoma, Lakewood/Pierce County CoC",WA-503,1062,1762,874,0,394,1268,WA,494
"Tacoma, Lakewood/Pierce County CoC",WA-503,762,1283,586,0,356,942,WA,341
"Tacoma, Lakewood/Pierce County CoC",WA-503,838,1464,646,0,525,1171,WA,293
"Tacoma, Lakewood/Pierce County CoC",WA-503,879,1321,577,0,240,817,WA,504
Everett/Snohomish County CoC,WA-504,702,960,366,0,123,489,WA,471
Everett/Snohomish County CoC,WA-504,620,947,352,0,251,603,WA,344
Everett/Snohomish County CoC,WA-504,614,949,351,0,226,577,WA,372
Everett/Snohomish County CoC,WA-504,598,829,378,0,139,517,WA,312
Everett/Snohomish County CoC,WA-504,612,858,364,0,116,480,WA,378
Everett/Snohomish County CoC,WA-504,785,1066,462,0,89,551,WA,515
Everett/Snohomish County CoC,WA-504,902,2061,378,0,966,1344,WA,717
Vancouver/Clark County CoC,WA-508,440,1020,257,10,577,844,WA,176
Vancouver/Clark County CoC,WA-508,312,695,227,0,251,478,WA,217
Vancouver/Clark County CoC,WA-508,300,662,226,0,230,456,WA,206
Vancouver/Clark County CoC,WA-508,319,688,221,0,242,463,WA,225
Vancouver/Clark County CoC,WA-508,352,703,234,10,269,513,WA,190
Vancouver/Clark County CoC,WA-508,453,795,265,0,156,421,WA,374
Vancouver/Clark County CoC,WA-508,354,749,251,0,229,480,WA,269
Wisconsin Balance of State CoC,WI-500,1480,3569,1924,7,1515,3446,WI,123
Wisconsin Balance of State CoC,WI-500,1495,3597,1920,7,1463,3390,WI,207
Wisconsin Balance of State CoC,WI-500,1499,3348,2023,7,1181,3211,WI,137
Wisconsin Balance of State CoC,WI-500,1547,3610,1847,7,1585,3439,WI,171
Wisconsin Balance of State CoC,WI-500,1547,3445,1939,7,1367,3313,WI,132
Wisconsin Balance of State CoC,WI-500,1497,3147,1990,7,1023,3020,WI,127
Wisconsin Balance of State CoC,WI-500,1556,3618,1712,7,1520,3239,WI,379
Milwaukee City & County CoC,WI-501,867,1442,651,41,661,1353,WI,89
Milwaukee City & County CoC,WI-501,658,871,565,46,99,710,WI,161
Milwaukee City & County CoC,WI-501,887,1499,677,39,668,1384,WI,115
Milwaukee City & County CoC,WI-501,939,1521,717,40,632,1389,WI,132
Milwaukee City & County CoC,WI-501,915,1432,667,41,610,1318,WI,114
Milwaukee City & County CoC,WI-501,856,1415,616,43,549,1208,WI,207
Milwaukee City & County CoC,WI-501,687,900,557,63,145,765,WI,135
Racine City & County CoC,WI-502,123,196,124,0,71,195,WI,1
Racine City & County CoC,WI-502,109,168,82,0,75,157,WI,11
Racine City & County CoC,WI-502,127,221,117,0,95,212,WI,9
Racine City & County CoC,WI-502,142,241,123,0,107,230,WI,11
Racine City & County CoC,WI-502,176,275,204,0,61,265,WI,10
Racine City & County CoC,WI-502,139,194,137,0,50,187,WI,7
Racine City & County CoC,WI-502,123,210,97,0,102,199,WI,11
Madison/Dane County CoC,WI-503,409,614,380,14,136,530,WI,84
Madison/Dane County CoC,WI-503,449,771,393,13,273,679,WI,92
Madison/Dane County CoC,WI-503,439,777,413,14,256,683,WI,94
Madison/Dane County CoC,WI-503,420,736,366,13,280,659,WI,77
Madison/Dane County CoC,WI-503,320,585,345,12,167,524,WI,61
Madison/Dane County CoC,WI-503,464,831,421,14,297,732,WI,99
Madison/Dane County CoC,WI-503,360,629,365,14,180,559,WI,70
"Wheeling, Weirton Area CoC",WV-500,63,97,71,0,17,88,WV,9
"Wheeling, Weirton Area CoC",WV-500,64,91,62,0,26,88,WV,3
"Wheeling, Weirton Area CoC",WV-500,85,116,80,0,26,106,WV,10
"Wheeling, Weirton Area CoC",WV-500,77,118,77,0,34,111,WV,7
"Wheeling, Weirton Area CoC",WV-500,79,114,68,0,27,95,WV,19
"Wheeling, Weirton Area CoC",WV-500,58,89,64,0,23,87,WV,2
"Wheeling, Weirton Area CoC",WV-500,83,108,72,0,26,98,WV,10
"Huntington/Cabell, Wayne Counties CoC",WV-501,131,227,125,11,76,212,WV,15
"Huntington/Cabell, Wayne Counties CoC",WV-501,148,205,128,11,34,173,WV,32
"Huntington/Cabell, Wayne Counties CoC",WV-501,123,227,129,13,63,205,WV,22
"Huntington/Cabell, Wayne Counties CoC",WV-501,149,190,142,10,17,169,WV,21
"Huntington/Cabell, Wayne Counties CoC",WV-501,176,274,132,14,89,235,WV,39
"Huntington/Cabell, Wayne Counties CoC",WV-501,118,218,143,13,52,208,WV,10
"Huntington/Cabell, Wayne Counties CoC",WV-501,136,228,151,11,50,212,WV,16
"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,321,411,238,0,117,355,WV,56
"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,306,416,242,0,116,358,WV,58
"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,323,385,226,0,115,341,WV,44
"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,281,360,244,0,103,347,WV,13
"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,272,319,219,0,51,270,WV,49
"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,266,320,229,0,59,288,WV,32
"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,276,317,206,0,54,260,WV,57
West Virginia Balance of State CoC,WV-508,1026,1338,731,0,209,940,WV,398
West Virginia Balance of State CoC,WV-508,535,667,496,0,71,567,WV,100
West Virginia Balance of State CoC,WV-508,573,748,521,0,143,664,WV,84
